"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"Q9UJS0",15.07323,15.21547,15.48869,14.95806,14.90938,14.91551,15.48087,14.97786,14.90031,15.34292,15.04579,15.466
"Q9ULT8",15.45237,15.13537,15.7092,15.14379,15.32077,15.3672,15.57747,15.25337,15.42125,15.21048,15.76377,15.84159
"Q9UN86",16.38047,16.27561,16.19835,16.54782,16.64549,16.51702,16.57039,16.79388,16.51635,16.49143,16.30529,16.22794
"Q9UNE7",15.83077,15.96963,15.17547,16.33684,15.6907,15.49342,15.26728,15.85121,15.764,15.92424,15.45246,15.62457
"Q9Y2B0",17.18058,16.91887,16.61757,17.40701,16.52418,16.44425,16.36118,16.67763,16.99064,16.8127,16.59082,16.70305
"Q9Y2Q3",16.08779,16.21836,15.90518,15.90567,15.87776,16.27217,15.9802,15.79813,16.26475,16.31912,16.27335,16.18721
"Q9Y2T2",14.97814,14.76112,15.14615,14.85142,14.89823,14.99741,15.1635,14.82342,14.92295,14.94826,15.0336,15.13048
"Q9Y4K4",14.84027,14.7632,15.09757,14.71983,14.5609701480361,14.59806,14.79203,14.47398,14.77621,14.74901,14.78682,14.91242
"Q9Y6Y8",15.38281,15.5643,15.4807,15.45326,14.60019,14.92876,15.19085,14.89099,15.45383,15.29072,15.51375,15.3764
"D6R9P3",18.06591,18.2938,17.76323,18.2921,18.09445,18.25556,18.04699,18.18351,18.11063,18.40875,17.95069,17.81728
"E9PGT1",17.22203,16.94641,17.35093,16.98886,17.58266,17.53177,17.49599,17.32504,17.24144,16.88245,17.30017,17.09318
"E9PSI1",14.65232,14.62541,14.46231,14.93392,14.45026,14.66927,14.48391,14.59351,14.4585,14.38953,14.09591,14.32552
"P33778",19.40227,19.32293,18.95137,19.15918,20.66264,20.4283,20.4015,20.32435,20.14667,19.8677,20.237,19.4867
"P58876",18.31548,17.854,17.66959,17.81383,19.32967,18.94835,19.21919,19.30523,19.04381,18.79528,19.1763,18.064
"O00154",17.27541,17.27606,17.00377,17.37072,17.73774,17.5736,17.66385,17.82746,17.4266,17.16624,17.39214,17.3691
"O00303",16.83451,17.39561,17.38934,17.43091,16.98696,16.95822,17.53092,17.21415,17.23812,17.33958,17.37906,17.39062
"O00487",16.04069,15.64673,15.8795,16.32629,16.39638,16.42838,16.25828,16.45481,16.46079,16.22467,16.33988,16.1193
"O00629",14.80666,14.84562,15.2657,14.93485,15.50984,15.5927,15.42567,15.40729,15.22683,15.24591,15.30379,15.66273
"O14950",20.03418,20.06541,20.00271,20.37309,19.64054,19.63347,19.89766,20.0481,19.80507,20.34037,19.62308,20.04711
"O15355",16.54038,16.14246,16.33124,16.59035,16.89786,16.65061,16.73217,16.96621,16.50522,16.13793,16.52944,16.28002
"O43592",15.58263,15.58931,16.08193,15.58679,15.52402,15.62871,15.74402,15.46849,15.72458,15.58372,15.84804,16.27674
"O43847",14.34185,13.92792,14.73375,14.11754,14.52096,14.48876,14.85082,14.3753,14.46306,14.24827,14.74061,14.64095
"O60684",16.77216,16.66813,16.97414,16.54237,16.72869,16.77606,16.88312,16.77342,16.81005,16.72354,16.90501,16.85224
"O75150",13.9402120943802,13.88559,13.90706,14.00119,13.85655,14.08283,13.88995,14.00138,13.93679,14.05632,13.8298390936487,13.72611
"O75306",17.01932,16.64886,16.66867,16.55474,16.73655,17.14041,17.05413,16.82832,16.73176,16.73758,16.97541,17.24535
"O75396",17.43896,17.7768,17.73557,17.26286,17.54896,17.34359,17.53961,17.33431,17.01634,17.16763,17.23644,17.57923
"O75400",15.84164,15.95229,15.80051,16.1849,15.97604,15.76669,15.72154,16.01854,15.9778,15.70327,15.84991,15.73759
"O75475",15.6293,16.14303,15.45362,16.06223,16.10829,16.39149,15.87963,16.03414,16.00323,16.09466,15.67761,15.56684
"O75531",17.40887,17.06472,17.03129,17.61016,17.16691,17.63267,17.18893,17.54699,17.52585,17.28896,17.45595,16.87276
"O75821",15.71352,15.75382,15.47063,15.89591,15.6991,15.65773,15.65776,15.86263,15.74049,15.81568,15.4415,15.34368
"O76003",16.67614,16.54007,16.42119,16.8125,16.82467,16.83838,16.5242,16.76414,16.97902,16.5747,16.84958,16.71919
"O76031",15.9056,16.12598,15.62634,15.92514,15.74765,15.93758,16.07162,16.06016,16.11719,16.00369,15.92001,15.64489
"O94919",15.24431,15.14204,15.49129,15.01587,14.24742,14.47695,14.46712,14.11738,14.84075,14.75059,15.1094,14.92748
"O95433",15.76953,15.93815,15.60113,16.14996,16.10223,16.17854,16.16569,16.30831,15.71999,16.1973,15.62056,16.01529
"O95487",14.50226,14.55747,14.74269,14.22788,14.27161,14.11436,14.61225,14.15013,14.54452,14.45607,14.77892,14.88437
"O95861",16.63355,16.34729,16.39186,16.54191,16.55289,16.57245,16.58747,16.71068,16.54032,16.52305,16.41096,16.30715
"O96019",15.38887,15.20202,15.31757,15.34886,15.34468,15.38006,15.37165,15.49105,15.1618,15.19599,15.20975,15.20817
"P05106",15.62837,15.4674,15.69206,15.62472,15.12349,15.57376,15.08171,15.18433,15.51018,15.71921,15.34687,15.3366
"P07203",18.2727,18.25941,17.71658,18.36561,17.91578,18.51185,18.04489,18.4138,18.27017,18.16435,17.78741,17.85649
"P07741",18.52558,18.37995,18.06418,18.76021,19.00692,19.18963,18.81975,19.00666,19.08132,18.86208,18.88584,18.70811
"P08708",17.76459,17.54479,17.31966,18.17316,18.38854,18.39418,18.42435,18.4595,18.55161,18.38659,18.35246,17.91722
"P13073",17.5576,17.48408,17.36972,17.47282,17.19492,17.3913,17.2539,17.20017,17.38011,17.45489,17.44948,17.33927
"P15121",17.27382,17.44098,16.91865,17.14886,16.6889,16.9821,16.69902,16.70457,17.10303,16.96402,17.07334,17.13112
"P16930",14.43864,15.37056,14.27539,14.91001,14.09192,14.64995,14.28901,14.3375,14.67458,15.11067,14.58191,14.78159
"P17612",16.36927,16.61929,16.61136,16.43713,16.97267,16.66346,16.93997,16.70449,16.6648,16.12711,16.71207,16.67496
"P18085",18.39931,18.2106,18.59102,17.98029,18.49733,18.29447,18.54942,18.34156,17.7159,18.24198,17.88699,18.91154
"P19174",16.35208,15.99164,16.47881,15.94059,15.81132,15.99086,16.11864,15.86141,16.32004,16.20886,16.42869,16.41628
"P20618",17.42334,17.26486,17.25526,17.1949,17.76778,17.99307,17.76218,17.78844,17.53248,17.84112,17.48963,17.46107
"P20839",16.07908,15.61998,16.27156,16.10573,16.15759,16.35316,16.14119,16.39025,16.34284,16.39426,16.35646,16.2545
"P21912",16.28564,16.43235,15.71206,16.32834,16.17051,16.16129,16.10617,16.25149,16.07722,16.0195,15.72116,15.75305
"P22033",14.84673,15.15573,14.69892,14.97371,14.4649,14.50408,14.55171,14.5088,14.70972,15.30618,14.98506,14.98847
"P22059",15.29923,15.15232,15.26747,15.01434,15.23903,15.36477,15.3629,15.1134,15.15798,15.29875,15.32013,15.31878
"P23193",16.63839,16.86389,16.51303,16.68552,16.72588,16.90674,16.64995,16.98789,16.54902,16.69767,16.45021,16.17626
"P23497",16.58114,16.39262,16.16185,16.7748,16.47277,16.56113,16.48205,16.75834,16.50158,16.60159,16.20916,16.29126
"P25789",18.20407,17.80814,17.9041,18.00485,18.31231,18.3602,18.11695,18.32523,18.31605,18.24905,18.20568,17.99871
"P26006",15.28623,15.10955,14.9043,15.20994,15.01856,14.81595,14.65379,14.96095,15.21488,14.73149,15.05137,15.05204
"P26022",14.89452,14.84991,15.06143,14.61376,15.42611,15.25808,15.39702,15.36809,15.78339,16.52043,15.69573,15.94368
"P26232",16.6746,15.86735,16.55405,16.42523,17.0428,17.33127,16.99494,16.73731,17.41581,16.80476,17.23413,16.89661
"P30085",16.506,16.45426,16.31059,16.70155,16.35039,16.37504,16.18561,16.50803,16.33291,16.50896,16.1547,16.08638
"P30566",15.22408,15.02135,15.75808,14.99475,15.29681,15.52284,15.48117,15.3286,15.19416,15.18146,15.3919,15.4063
"P30626",17.09137,17.29397,16.94007,17.35278,16.96993,16.85533,16.85982,17.18659,16.8773,16.88417,16.41788,16.89708
"P31942",17.73279,18.04997,17.51619,17.95191,17.66211,17.6545,17.52359,17.85907,17.55638,17.83469,17.46434,17.35395
"P36543",16.68361,16.56859,16.21684,16.56815,15.88554,16.33684,16.17507,16.19203,16.49893,16.52003,16.30009,16.00878
"P39656",18.55824,17.94548,18.63126,18.19349,18.87215,18.52966,18.70501,18.44173,18.75254,18.2038,19.04736,18.92147
"P42285",14.71442,14.63834,15.16075,14.4456,15.34458,15.19303,15.36459,15.0865,14.84477,14.9868,15.19397,15.25295
"P47755",18.03851,17.8957,17.59495,18.12262,17.5835,17.79621,17.53882,17.84829,17.92946,18.01894,17.72247,17.75484
"P49755",18.30873,17.97556,18.2042,18.09265,18.5666,18.24408,18.43287,18.29228,18.42388,17.8249,18.59819,18.31055
"P50502",17.81996,17.65558,17.60107,17.9254,17.81916,17.6407,17.59284,17.97717,17.86963,17.71196,17.56308,17.69663
"P51148",18.54289,17.93689,18.49922,18.38031,18.81506,18.55924,18.68326,18.55,18.66005,18.22553,18.70237,18.81544
"P51648",14.17508,14.96049,14.57519,14.18522,13.9428,14.06786,14.14818,13.79765,14.22923,14.14559,14.50628,14.70422
"P52565",19.57011,19.69806,19.29242,19.65576,19.57135,19.41971,19.42017,19.7602,19.38811,19.58749,19.12466,19.2373
"P54727",16.87635,17.08536,16.42905,17.24609,16.82823,16.91485,16.8363,17.07187,16.8929,16.94066,16.6912,16.7953
"P54760",16.15715,15.72795,15.98463,16.09596,15.41246,15.80046,15.97907,15.68481,16.19746,16.04401,16.13257,16.46069
"P54819",17.30474,17.49865,16.90693,17.38905,16.96202,17.22161,16.97204,17.2898,17.28495,17.13322,17.00099,16.8435
"P55036",18.0893,18.21343,17.8867,18.33591,17.71151,17.86259,17.76798,18.20554,17.93933,18.02039,17.72837,17.7566
"P61224",16.31125,16.14271,16.08436,16.46815,16.75554,16.78658,16.86333,16.70975,16.70577,16.39124,16.42162,16.86581
"P62249",16.09983,16.27503,16.26998,16.23382,17.04658,17.04558,17.08834,16.70764,16.76623,16.98852,16.92596,16.84625
"P62269",17.0121,16.9956,16.85118,17.18348,17.73985,17.30501,17.89369,17.61777,17.12755,17.23676,17.29432,17.35752
"P62906",17.49546,17.36776,18.01808,17.50469,18.05425,18.06202,17.96614,17.71034,17.71355,17.41414,17.7366,18.01369
"P62995",17.18946,17.05744,16.70017,17.62883,17.28735,17.30122,16.8982,17.40735,17.10185,17.02876,16.8715,16.88963
"P83111",15.19364,15.13647,15.07254,14.90984,14.58881,14.79053,14.52044,14.36082,15.2724,15.15384,15.29036,15.19918
"Q01085",16.12932,16.41133,16.18303,16.47719,16.21976,16.12069,16.25422,16.29644,16.3589,16.38051,16.17284,15.99774
"Q01433",14.39213,14.29417,14.66326,14.03027,13.7134,13.79271,14.16035,13.76874,14.34482,14.32199,14.51485,14.70662
"Q03135",19.76607,19.61749,19.85186,19.46971,20.31836,20.17254,19.91078,19.78695,19.7738,19.5626,20.10146,19.82483
"Q05397",14.43884,14.05123,14.49344,14.0295,14.30279,14.38741,14.57215,14.27697,14.26075,14.14368,14.43552,14.67155
"Q06323",17.16413,17.3999,16.79857,17.24573,16.76548,17.32403,16.80764,16.98357,17.20546,17.22835,16.91856,16.61679
"Q06481",14.66538,13.76723,14.17422,14.55945,14.54966,14.01713,14.19724,14.45614,14.81698,13.89421,14.54079,14.28634
"Q13011",16.5195,16.84591,16.14319,16.4872,15.79869,15.87303,15.91885,15.99269,16.20227,16.29912,16.11332,16.08804
"Q13123",14.33168,14.42625,13.96018,14.63653,14.67935,14.76911,14.40644,14.62376,14.53879,14.703,14.33321,14.14011
"Q13126",16.59972,16.63919,16.1187,16.66908,17.03665,17.03963,16.69008,17.11907,16.78281,16.69723,16.54285,16.47888
"Q13148",17.38942,17.5906,17.16637,17.57484,17.42228,17.68304,17.39383,17.6356,17.24068,17.44909,17.14954,17.15568
"Q13308",18.10408,17.26926,17.77334,18.09719,18.31998,18.17131,18.11319,18.1189,18.22539,17.55562,18.06431,18.09576
"Q13428",15.29353,14.98495,15.37722,14.84082,15.7725,15.34539,15.67632,15.80398,15.72589,14.73422,15.50169,15.25693
"Q13907",16.12155,15.98043,15.62557,15.83722,16.88063,16.70863,16.79772,17.01443,16.39365,16.41971,16.08167,16.15188
"Q14677",16.0146,16.3199,15.97711,16.46927,16.13309,16.16734,16.13995,16.38522,16.24366,16.28344,15.92397,16.05604
"Q15477",17.12231,16.7605,17.26976,17.0999,16.92468,17.04145,17.08299,17.07327,17.11142,17.08349,17.66491,17.33406
"Q15555",16.12444,15.91089,15.96498,16.05001,16.5565,16.51348,16.42984,16.50702,16.36073,16.59343,16.36502,16.50012
"Q2M389",14.72495,14.35998,14.9447,14.31243,14.15986,14.16523,14.48563,13.8943,14.76024,14.43266,15.1017,15.25552
"Q3KQV9",15.22572,15.37951,14.9502,15.12247,14.49226,14.74775,14.58891,14.42897,15.61281,15.40089,15.20703,15.32065
"Q562R1",20.23749,19.5307681082752,20.44247,19.45134,20.64932,19.17243,19.15341,20.21345,17.965222826704,18.28029,17.64603,18.91134
"Q5T0N5",17.17202,17.02151,16.92146,17.23805,16.92869,17.23605,16.85863,17.1698,16.8929,16.99179,16.71544,16.70781
"Q5VTR2",14.27759,14.43419,14.1264,14.52795,14.71134,14.6614,14.49156,14.85286,14.55377,14.78674,14.4399,14.18237
"Q66K74",15.15627,14.45418,15.45057,15.08036,14.63805,14.5642,14.93781,14.72197,15.19707,14.97412,15.25739,15.23496
"Q6FI81",16.12275,15.81295,15.845,16.25668,16.11601,16.26303,16.04899,16.45755,16.07779,16.19065,15.9699,15.81616
"Q6IBS0",15.43347,15.15767,15.1804,15.52667,15.51922,15.78007,15.3458,15.65854,15.53244,15.67681,15.4517,15.57693
"Q7L5N1",15.37163,15.20054,15.42505,15.23578,15.62298,15.84002,15.65987,15.61064,15.67152,15.59277,15.68459,15.67239
"Q8NBX0",15.42482,15.64136,15.51721,15.2014,14.93861,15.14993,15.12329,14.87794,15.10957,15.13157,15.27931,15.52324
"Q8NFQ8",15.32177,15.1734,15.11231,15.49164,15.32226,15.50312,15.41661,15.55722,15.19302,15.14191,14.99103,15.14544
"Q8TBA6",14.92445,14.82157,14.89277,14.958,14.77698,14.74533,14.6228,14.70873,14.65247,14.62523,14.56577,14.65152
"Q8TDQ7",16.07868,15.94657,15.54603,15.87949,16.08006,16.32009,16.06366,16.14341,16.07046,16.18802,16.04439,16.05737
"Q92747",15.06766,15.08512,14.81083,14.96872,15.33578,15.50243,15.20206,15.34157,15.40838,15.40129,15.36832,15.21799
"Q92769",16.76264,16.29463,16.66096,16.47757,16.63204,16.78203,16.65497,16.71729,16.53754,16.48349,16.66856,16.27869
"Q92783",17.87328,18.37736,17.90464,18.4415,17.54741,17.47955,17.69755,17.94593,17.79415,17.96511,17.51373,17.80444
"Q92879",15.10996,15.27204,14.97164,15.16654,15.34308,15.41736,15.15801,15.38668,15.18285,15.29866,15.09159,14.92551
"Q92888",15.39156,15.34876,15.74865,15.31659,14.87919,15.07398,15.22891,15.04674,15.35721,15.40564,15.40389,15.63564
"Q92905",16.12136,15.98002,15.77818,15.88494,16.123,16.30931,15.93453,16.0783,16.22418,16.03245,16.05265,16.12418
"Q92922",14.3123761649102,13.96885,14.55223,14.34604,14.26225,14.27757,14.65628,14.75005,14.16183,14.43303,13.97413,13.81993
"Q99747",17.14432,17.13794,16.86851,17.30499,16.66907,16.62941,16.60718,16.9251,16.88325,17.06058,16.59474,16.92023
"Q9BWF3",15.76753,15.79585,15.6296,16.05641,15.50622,15.66485,15.45523,15.83939,15.59757,15.74469,15.34366,15.53109
"Q9BXS5",15.55043,15.07857,15.69542,15.19953,16.01906,16.05039,15.96966,15.7526,15.62018,15.65324,15.85528,15.9918
"Q9GZM7",13.82432,13.33471,14.05581,14.25043,15.39511,15.68925,15.41533,15.71893,14.77124,14.09882,14.52164,14.73891
"Q9H0B6",15.20767,15.06491,14.71102,15.27237,15.02571,14.80308,15.07458,15.27355,14.72235,14.9856,14.55784,14.82706
"Q9H269",15.1522,15.12179,15.54719,15.21804,14.61208,14.54077,14.85337,14.46277,15.12818,15.0617,15.28401,15.48857
"Q9H270",15.32106,15.29503,15.40112,15.0751,14.66758,15.04144,15.0682,14.70455,15.27536,15.19455,15.323,15.40981
"Q9HD20",20.06795,19.7983,20.25777,19.91169,19.47656,19.41477,19.74172,19.43364,19.85378,19.64309,20.11188,20.06139
"Q9NRV9",16.20891,16.60666,15.60218,16.622,15.82442,16.02065,15.70079,15.85945,16.27408,16.46334,15.87307,16.14169
"Q9NRY4",14.17737,14.66192,14.28995,13.8722,13.32851,13.70503,13.78791,13.51904,14.29758,14.56151,14.33197,14.27575
"Q9NTK5",15.76601,15.90965,15.52171,15.69267,16.14228,16.31123,16.15323,16.26832,16.03766,16.21449,15.85929,15.9974
"Q9NTZ6",15.29625,15.71151,15.53336,15.9155,15.04338,14.95817,15.36269,15.39018,15.5821,15.60227,15.43574,15.45382
"Q9NUQ6",15.41035,15.35204,15.35572,15.95239,15.3626,15.60674,15.64897,15.51624,15.45408,15.76035,14.9702,15.28349
"Q9NX40",15.64934,15.90986,15.32358,15.87623,15.4179,15.6192,15.2581,15.49487,15.60155,15.65574,15.24197,15.5239
"Q9P0L0",16.23692,16.12436,16.71978,16.15583,16.70421,16.52829,16.62214,16.37744,16.57266,16.2611,16.80458,16.69005
"Q9P266",18.60519,18.40113,18.21013,18.40586,18.46016,18.64363,18.54101,18.44363,18.4299,18.09199,18.14675,18.16085
"Q9UG63",14.85035,14.80096,15.02214,14.77226,15.22857,15.27861,15.4088,15.17807,14.93114,15.02934,14.95518,14.98421
"Q9UIJ7",15.04837,15.36634,14.83653,15.16184,15.15267,15.20541,15.01512,15.15978,15.37979,15.18916,15.04381,15.06015
"Q9Y3A5",16.10716,16.16043,15.79508,16.02033,16.09927,16.13173,16.11983,15.86676,16.44359,16.36185,16.2663,16.0293
"Q9Y613",15.96985,15.02385,16.42177,15.64871,15.66593,15.57933,15.86058,15.67463,15.89202,15.91863,16.1585,16.23434
"Q9Y624",16.31734,16.4512,16.04851,16.46077,16.04212,16.1997,16.03683,16.15858,16.04032,15.99338,15.71371,15.94806
"Q9Y6E2",16.1377,15.38258,16.21227,15.94164,16.51535,16.39762,16.42019,16.42477,15.88419,15.94558,16.11871,16.25253
"P53814",13.7069313899771,13.48584,13.70631,13.86216,14.39062,14.24093,14.47774,14.35531,13.8021,14.12298,13.64691,13.9305986296406
"O00267",14.55459,14.37031,14.5323,14.50821,14.74693,14.43657,14.59465,14.82107,14.47081,14.04045,14.46601,14.40797
"O00471",15.55513,15.5126,16.08955,15.45727,15.84647,15.89342,15.87628,15.5251,15.6846,15.92455,15.97186,15.98039
"O00764",15.68639,15.63578,15.17745,15.77221,15.2748,15.33296,15.1364,15.29483,15.29096,15.17399,15.1663,15.20934
"O14672",15.59496,15.16047,15.49243,15.46417,15.73774,15.71553,15.53845,15.50671,15.6135,15.38594,15.47162,15.50824
"O14786",15.79318,14.7791,15.71905,15.51165,16.09324,15.98636,15.91316,16.15489,15.3619,14.81115,15.17634,15.31282
"O15027",14.92319,14.92035,15.19813,14.81273,13.75129,14.03417,14.4313,14.47421,14.70487,14.61466,14.73073,14.72566
"O15270",15.25982,14.84529,15.48213,15.10927,15.09821,15.36629,15.25627,14.95179,15.03785,14.97551,15.18682,15.38185
"O15294",14.28731,14.33664,14.43715,14.22218,14.22951,14.14532,14.45806,14.23327,14.18681,14.39361,14.41416,14.373
"O43396",19.42634,19.40959,19.0903,19.66208,19.01664,19.06725,18.93244,19.25343,19.07689,19.09411,18.88291,19.05183
"O43747",15.77524,15.42672,15.86874,15.4115,15.18531,15.32312,15.59625,15.17486,15.67487,15.66412,16.03401,15.88506
"O60504",14.85907,15.93305,14.84193,15.6134,15.25396,15.27576,15.08475,15.42287,15.02561,15.23677,14.12925,15.23203
"O75410",18.72425,18.76025,18.60548,18.9742,18.51634,18.44169,18.37561,18.6339,18.3415,18.5071,18.1554,18.30291
"O75521",15.40276,15.21682,14.94706,15.53142,15.62008,15.08029,15.55155,15.66344,15.68769,14.96754,15.555,15.40462
"O75694",14.82349,14.50298,15.14382,14.31355,14.47218,14.40477,14.79571,14.31105,14.83373,14.84481,15.27628,15.23693
"O75828",15.06623,15.5056,14.74125,15.26932,14.89618,14.97212,14.82424,15.11523,15.07118,15.21144,14.89533,14.90812
"O95793",15.16882,15.43254,15.08927,15.72166,15.32292,15.55966,15.41708,15.26057,15.73227,15.83691,15.47387,15.30631
"P03956",14.98608,14.6118836350232,14.85531,14.77478,16.41812,16.3894103249508,16.34434,16.47539,15.94119,15.7382957532488,15.81713,15.77234
"P05121",15.51755,14.96701,15.5205,15.29639,17.26789,16.72845,17.57473,17.55222,15.98494,16.01763,15.79815,16.01867
"P05997",15.14671,15.36979,15.19899,15.79895,14.79024,14.42307,14.80838,15.05853,15.04187,14.73541,14.87917,14.61726
"P06493",14.60153,14.74112,15.28424,14.79752,16.10569,15.95375,16.09812,16.13396,15.12453,15.33827,15.43599,15.31791
"P07947",14.85161,14.21475,14.68883,14.65653,15.47165,15.64474,15.50769,15.36356,15.34758,14.65138,15.22935,15.00666
"P09110",15.71512,15.54777,15.2205,15.70329,15.2695,15.36528,15.18476,15.24269,15.53551,15.43566,15.2091,15.37004
"P09543",15.4061,15.24703,15.21181,15.27024,15.28421,15.50353,15.37571,15.31741,15.49721,15.21467,15.29508,15.42938
"P13798",15.96608,16.23182,15.93701,16.08607,15.11709,15.62024,15.54598,15.40574,15.73204,16.06662,15.6658,15.94892
"P16402",15.77162,16.53152,16.95918,16.26138,17.30506,16.52673,17.0817,17.24006,15.7715548559574,16.36167,15.88522,16.5428
"P16403",18.08458,18.754,18.80039,18.80016,19.6076,19.1416,19.14682,19.22774,17.98946,18.71224,18.53411,18.93174
"P16949",19.41277,19.53499,19.1377,20.01688,19.87636,19.94597,19.67852,20.26816,19.39141,19.12895,19.01916,19.05428
"P18754",17.22556,17.54665,16.93759,17.49362,17.4458,17.76483,17.56122,17.63398,17.36579,17.73398,17.09892,17.16074
"P19623",16.44773,16.67899,16.51805,16.4617,16.31299,16.38556,16.33888,16.64113,16.11004,16.31496,16.10003,16.10862
"P19784",15.94267,15.73047,16.03004,15.6736,16.23791,16.20936,16.08953,16.01782,15.99033,16.03717,16.03543,16.03061
"P20340",16.75206,16.38612,16.80528,16.42364,17.03569,16.92183,16.97735,16.81941,16.77559,16.47048,16.92753,17.02593
"P22087",16.59458,17.13809,16.8553,16.99364,17.06256,17.42406,17.30193,16.99276,17.03492,17.49515,17.02868,16.98512
"P25786",17.26605,17.1836,16.98409,17.22873,17.42326,17.40476,17.29292,17.46072,17.49458,17.38614,17.2592,17.15047
"P25788",17.8169,17.70316,17.52641,17.82186,17.90811,17.81461,17.72129,17.91289,17.81751,17.68523,17.67477,17.47968
"P26373",16.99539,17.2036,17.96532,17.3381,17.95629,17.57288,17.58984,17.53651,16.59195,17.28847,17.26122,17.83331
"P27635",16.56548,16.63886,17.15772,16.6188,17.20934,17.05559,17.25735,17.08303,16.22159,17.01365,16.89397,17.43908
"P29992",15.65717,15.30398,16.04875,15.49859,16.18146,15.95735,16.16835,15.83402,15.8971,15.60376,16.01836,16.03115
"P32322",15.56386,15.05847,15.45659,15.4394,15.94114,15.59659,15.84535,15.94596,15.80238,15.75074,15.71894,15.728
"P35659",16.99268,16.78834,16.68444,17.02459,17.06818,16.9422,16.63221,17.1181,16.75518,16.22306,16.56157,16.45292
"P36551",16.01731,16.36176,15.2621,16.22682,15.67297,16.20208,15.61213,15.8514,15.99442,16.43586,15.77288,15.78758
"P37268",17.915,16.68514,17.59648,17.34573,19.4084,19.00614,19.46015,19.08591,18.52422,18.07679,18.47388,18.71273
"P46977",16.18332,15.82727,16.7702,15.83919,15.77774,15.69461,16.14303,15.75162,15.90908,16.14738,16.29808,16.67437
"P49757",15.07864,15.34468,15.09645,15.39873,15.14287,15.16099,15.25578,15.25004,15.21406,15.32259,14.93173,15.04241
"P51114",15.61736,15.57809,15.39673,15.54242,15.90466,15.91509,15.84397,15.95799,15.57426,15.8058,15.55879,15.41133
"P51570",16.31312,16.36778,16.09032,16.55085,16.0821,16.16285,16.17209,16.20907,16.35374,16.42437,16.23116,16.2529
"P51665",16.58062,16.33332,16.48523,16.61309,16.97678,17.00235,16.75174,16.8626,16.84023,16.67296,16.76978,16.64988
