"","CD31p_1","CD31p_2","CD31p_3","CD31p_4","Huv_c_1","Huv_c_2","Huv_c_3","Huv_c_4","Huv_ins_1","Huv_ins_2","Huv_ins_3","Huv_ins_4"
"P46736",15.60857,15.53041,15.65232,15.80453,15.54876,15.72151,15.36909,15.43901,15.52342,15.5288,15.57101,15.50174
"P47985",16.31998,15.90619,15.75406,16.35735,16.31083,16.47746,15.91785,16.28557,16.56233,16.25251,16.46629,16.38534
"P48507",15.41036,15.70713,15.01919,15.35767,15.92285,16.01374,15.92149,15.86523,15.94806,16.32298,15.96756,16.04045
"P49959",14.92535,14.96713,14.56787,15.00864,14.96965,15.12356,14.76996,15.0203,14.81542,14.88164,14.59435,14.64654
"P49961",15.77472,15.23247,15.54664,15.89865,14.04443,14.73526,14.06319,14.15863,15.54035,14.87556,15.36046,15.43327
"P50914",17.80546,18.08834,18.53586,18.28537,18.65564,17.9261,18.49308,18.20239,17.77735,18.3205,18.44549,18.68466
"P51452",17.25237,17.11152,16.78846,17.25276,16.82647,16.84419,16.77447,16.95867,17.38281,17.47249,17.12473,17.15414
"P51571",17.86535,17.54871,17.87415,17.57389,17.9864,17.84692,17.93415,17.90581,17.77643,17.71264,17.92327,17.82954
"P51608",16.82671,17.26587,16.66059,17.2352,16.53231,16.88094,16.49482,16.6309,16.78968,16.90749,16.57714,16.50736
"P52815",16.91851,16.82626,16.27079,16.93449,16.70193,16.72189,16.57615,16.92098,17.04092,16.80809,16.58476,16.50893
"P53602",15.85847,15.63328,15.3835,15.44408,16.10926,16.11494,16.14875,16.20253,16.12959,15.99592,15.75379,15.7696
"P53634",15.51264,14.93891,15.12668,15.68805,14.81449,15.17906,15.00602,15.52475,14.84133,14.72645,14.90503,14.82978
"P53999",17.01032,17.34962,16.96866,17.43253,16.66332,16.91088,16.41055,17.17478,16.70754,16.8046,16.41595,16.55941
"P56537",17.14156,17.28749,16.8084,17.46756,17.39279,17.53085,17.2126,17.45821,17.33986,17.39672,17.07802,17.16086
"P57740",15.1442,14.98503,15.51224,14.86057,14.97097,15.18505,15.34879,14.70713,15.28587,15.13108,15.49826,15.62315
"P58546",19.03421,19.2423,18.77659,19.41914,19.0098,18.91923,18.82721,19.25348,18.89967,18.89374,18.61454,18.49801
"P61020",15.92635,15.81801,15.99908,15.94937,16.40677,15.92752,16.35933,16.0964,16.30823,15.55617,16.08824,16.45705
"P61088",16.64476,16.40016,16.21738,16.35976,16.92327,17.25835,16.98347,17.10569,17.04548,16.92101,16.92557,16.53189
"P61353",16.75631,17.31629,17.11901,17.33184,17.80998,17.44049,17.67302,17.49511,16.43466,17.83875,16.6953,17.46508
"P61604",18.84172,19.17378,18.382,19.14118,18.60406,18.47974,18.56104,18.78373,18.70066,18.63859,18.54575,18.05603
"P61758",16.91549,16.9715,16.62747,16.9431,17.24276,17.02788,17.0097,17.33042,16.78513,16.93273,16.41856,16.70358
"P62244",16.2095,16.70726,16.64313,16.36352,17.49948,17.40954,17.73384,17.30687,16.8373,16.81183,17.01321,16.74222
"P62318",17.16136,17.68036,17.12622,17.64182,17.26627,17.38124,17.4646,17.24777,17.4642,18.03419,17.04644,17.37752
"P62745",16.92742,16.16062,16.59362,16.3966,16.35663,15.581,16.47209,16.21551,16.68217,16.80217,16.72707,16.65572
"P62829",17.96463,18.04675,17.74878,18.26086,18.89271,18.62908,18.71769,18.52981,18.5611,18.75507,18.59158,18.4125
"P62851",17.09724,17.61235,17.23506,17.96412,18.10932,17.47977,17.81299,17.89383,17.90596,17.89086,17.40864,17.76455
"P62857",18.80791,18.6688,18.22114,19.01182,18.68081,18.87073,18.64677,19.03052,18.91323,18.95945,18.70051,18.55569
"P63173",17.41548,17.54623,17.15844,17.77638,17.90552,18.05211,17.87707,17.79255,17.5948,17.81534,17.55932,16.93524
"P78324",13.88752,14.19537,13.7719263215402,14.01676,14.2431,14.07107,14.22777,14.26667,14.21926,14.04227,13.65606,14.0638
"P82650",15.37546,15.59431,15.13117,15.66812,15.36862,15.64103,15.2244,15.60945,15.31635,15.60446,15.06311,15.20904
"P82673",14.51446,14.39781,14.17964,14.5722,14.83393,15.04203,14.49077,14.62787,14.67183,14.79342,14.76482,14.65446
"P83731",17.13328,17.62076,18.2424,17.60852,18.31413,17.96769,18.17623,18.09508,16.65054,17.89747,17.41215,18.22955
"P98175",14.4685,14.833,14.25115,14.75185,14.49457,14.73099,14.34988,14.66797,14.47548,14.63559,14.38219,14.23025
"Q00587",14.279,14.66359,14.20942,14.82499,14.63133,14.53447,14.78009,14.82605,14.86963,14.96241,14.82381,14.49787
"Q01844",15.7123,16.74851,15.97102,16.618,15.29009,16.3535,16.21373,15.51948,16.09806,16.89823,16.01135,16.1523
"Q02763",14.71569,14.10814,14.26617,14.87644,14.36619,14.8232,14.27739,14.22909,14.77833,14.42973,14.74884,14.776
"Q05519",17.49447,17.54372,17.28487,17.80176,17.73337,17.75807,17.27256,17.83835,17.34368,17.61404,16.8909,17.19506
"Q06203",14.4391,14.23372,14.17568,14.39479,15.28316,15.26417,15.2764,15.33744,14.22892,14.4298,14.10392,14.21645
"Q07666",15.19529,15.91682,15.67029,15.84321,15.76621,15.61444,15.97085,15.50382,16.01824,16.213,15.94232,15.5239
"Q07812",17.64054,17.44181,17.69852,17.35549,17.80055,17.7424,17.87083,17.69968,17.62809,17.23591,17.71173,17.67581
"Q08AF3",15.28865,14.8004,15.02749,15.33943,14.65604,14.96483,15.14518,15.0467203662875,14.71559,14.948,14.68061,15.4294
"Q12800",14.6482,14.16652,14.29798,14.49502,14.73385,14.92027,14.62889,14.87095,14.53322,14.65163,14.55779,14.6191
"Q12972",17.56409,17.59761,17.51264,17.50573,17.23414,17.59493,17.2019,17.52443,17.42899,17.73015,17.29926,17.33097
"Q13049",13.81527,13.73069,13.53963,13.79025,13.3743068726614,13.53682,13.53965,13.38068,13.60963,13.79752,13.56656,14.02188
"Q13510",15.71399,15.81422,15.45686,16.05828,14.23722,14.10862,14.26352,14.32756,14.4413,14.46446,14.82482,14.03513
"Q13523",14.66378,14.46729,14.76168,14.50561,14.84061,14.97074,14.64316,14.79124,14.7101,14.59097,14.72876,14.70535
"Q13546",14.6653,14.57912,14.46154,14.82818,14.72197,14.77181,14.96485,14.57371,14.6961,14.52221,15.1675,14.93746
"Q13630",16.75194,16.82254,16.81479,17.1029,16.36622,16.31951,16.66846,16.76559,16.73715,16.49284,16.18263,16.56772
"Q13636",15.52845,15.68165,15.37523,15.27498,15.35047,15.4666,15.44053,15.24011,15.17135,15.38741,15.28584,15.55889
"Q13951",15.08539,15.2234,14.70533,15.15121,15.37798,15.4403,15.42415,15.88535,14.9108,15.14924,14.67443,14.93388
"Q14694",15.43327,15.52524,15.51782,15.4587,15.97064,16.05372,16.00013,16.03117,15.66992,15.74175,15.60272,15.78497
"Q15018",14.52633,14.68185,14.42679,14.4808,14.57723,14.59958,14.58392,14.47473,14.58506,14.31451,14.26731,14.29263
"Q15185",18.18207,17.90404,17.66606,18.23581,18.09238,18.13586,17.94365,18.2537,18.03642,17.99942,17.76909,18.0677
"Q15208",14.70042,14.58963,14.69025,14.38676,14.89579,14.73493,14.54568,14.39001,14.7952,14.4595,14.65947,14.67551
"Q15369",17.34039,17.67416,17.21009,17.70928,17.18084,17.16598,17.25306,17.54997,17.14814,17.09311,16.9254,17.14424
"Q15382",14.39012,13.90758,14.47295,14.2660062771522,14.50107,13.91715,14.63256,14.49389,14.23676,14.07053,14.21261,14.34262
"Q16537",13.86838,14.06949,14.43156,13.93195,14.64007,14.52913,14.74295,14.52863,14.06204,14.16215,14.35838,14.57306
"Q16706",14.40853,14.28969,14.93558,14.032,14.18899,14.45016,14.72398,14.2565,14.54208,14.47682,14.69507,14.92131
"Q16762",17.08228,17.00743,16.63029,16.98068,16.64401,16.78332,16.66872,16.77207,16.97879,16.99845,16.89374,16.79094
"Q3MHD2",15.82805,15.99935,15.77032,16.11155,15.86494,15.72732,15.76748,16.02804,15.69826,16.02217,15.57647,15.50246
"Q53GS9",14.76937,14.6987,14.96302,14.50835,15.01327,15.39612,15.18661,15.01906,14.65848,14.89307,14.89822,15.0761
"Q5HYK7",13.96564,14.44955,13.91212,14.26833,13.65922,13.80208,13.94444,13.9126765847533,14.07564,14.14893,13.79869,13.77294
"Q5NDL2",14.93141,14.45263,15.01431,14.40886,15.08389,14.9322,14.80447,14.79018,14.93926,14.75313,14.94959,15.10276
"Q5QJE6",13.94621,14.00372,13.708,14.36731,14.12962,14.10019,14.06026,14.35762,13.58755,14.02074,13.58126,13.75277
"Q5VW32",15.33488,15.5983,15.51075,15.30706,15.75941,15.49866,15.73317,15.60335,15.58896,15.10992,15.63271,15.51773
"Q6NUM9",13.97618,13.69241,14.22417,13.65945,13.36124,13.73019,13.8473,13.21343,13.89003,13.90203,14.08237,14.15716
"Q6NUQ4",14.77852,14.72547,15.315,14.69042,14.90974,15.1001,15.32165,14.88939,14.53059,14.87195,15.14286,15.10446
"Q6P1M0",14.30237,14.699172776058,15.40426,14.81431,14.56333,14.48344,14.90658,14.39379,15.15314,14.93433,15.265,15.73035
"Q6P9B6",14.46812,14.02291,14.47679,14.41196,14.47753,14.49981,14.48538,14.38145,14.66738,14.28085,14.56272,14.73016
"Q6RFH5",13.90901,14.10056,13.74678,14.22147,14.36295,14.57233,14.37651,14.60497,14.15482,14.28882,14.01649,13.95819
"Q6UN15",15.43861,15.83592,15.37097,15.90655,15.23571,15.32244,15.16505,15.58109,15.14327,15.57161,15.07485,15.08899
"Q6UXV4",13.80305,14.37711,13.54038,13.97634,13.87059,14.14885,14.12916,13.9194,14.31005,14.26388,14.00785,13.9994
"Q7L266",15.87005,15.8734,15.6785,16.27274,15.3312,15.31275,15.32224,15.62207,15.62166,15.73118,15.46199,15.57118
"Q7Z4W1",14.61251,14.20465,14.67242,14.10669,14.91222,14.98498,14.77026,14.75768,14.8129,14.63109,14.91978,14.83544
"Q86WR0",14.91627,15.06881,14.69354,15.18477,14.92774,15.12256,14.6738,15.02714,14.97164,15.11147,14.60176,14.66142
"Q86X76",14.96913,15.37943,14.36443,14.97167,15.00578,14.91864,14.825,14.87889,14.98512,14.56753,14.61546,14.87855
"Q8IYB3",15.40048,15.32998,14.91205,15.73754,15.71328,16.00123,15.43286,15.91691,15.611,15.59905,15.45182,15.42132
"Q8IZL8",14.22266,14.05686,14.81173,14.2537,14.72739,14.42626,14.83801,14.68806,14.67461,14.25516,15.09295,14.95097
"Q8N129",15.84229,15.34885,15.41257,16.28772,15.31998,14.95648,15.02883,15.51397,15.82978,15.02391,15.46226,15.32524
"Q8N5M4",13.67547,13.76459,13.23479,13.97325,13.94214,14.09199,13.75844,14.08203,13.90181,13.72097,13.64873,13.35433
"Q8N684",16.94774,17.63757,17.25401,17.37417,17.08436,17.13912,17.34464,17.35379,17.03134,17.29067,17.02563,16.95673
"Q8NCA5",15.21598,14.96831,15.36649,15.37909,15.41722,15.54246,15.70723,15.25789,15.70159,15.56818,15.63854,15.83987
"Q8NFW8",12.81755,14.70351,14.12421,14.05914,14.67274,14.95225,14.64254,14.78983,14.76942,14.85229,14.36429,14.69027
"Q8NI27",15.4284,15.23389,16.111,15.14176,16.36722,16.64733,16.36787,15.73178,15.73062,15.38063,16.17576,16.19402
"Q8TDX7",14.85007,14.95064,14.96963,14.85317,15.43284,15.43234,15.38907,15.36987,15.25967,15.32392,15.30785,15.14177
"Q8TF05",15.71639,15.53673,15.92105,15.63481,15.84877,15.59549,15.96348,15.68158,16.15546,15.75795,16.16298,16.28187
"Q8WTS6",16.07476,16.51116,15.93315,16.40002,15.65081,16.16098,15.98582,16.00496,15.495,15.72222,15.3485,15.66332
"Q8WTT2",15.18739,15.50614,15.67952,15.21789,15.86649,16.06483,15.83732,15.53707,15.12879,15.27018,15.18997,15.50631
"Q92541",14.18406,13.76883,13.80802,13.97544,14.3104,14.04004,13.98787,14.34251,14.05662,13.42452,13.97146,13.8850144598134
"Q92552",14.67757,14.2187,14.66998,14.61193,15.01971,15.20326,14.89448,14.89212,14.83961,14.6581,14.89748,14.93743
"Q92665",15.47687,15.94889,15.13691,15.81403,15.56129,15.81655,15.45696,15.55979,15.69045,15.91454,15.3402,15.24173
"Q92791",15.78458,15.18063,15.7298,15.562,15.18635,15.06401,15.25977,15.45047,15.43879,14.83581,15.36468,15.38974
"Q92823",14.18895,14.29556,13.71808,14.58576,14.9131,14.88698,14.93415,15.15008,15.05953,15.22198,14.96708,14.86002
"Q92979",14.0793,13.86101,14.02985,13.9589662335027,15.2537,15.13303,15.16295,14.98783,14.12759,14.9486,14.31596,14.43539
"Q96BP3",14.72206,14.7755697455542,14.70914,14.80057,14.85434,14.85446,14.87499,14.74264,14.6778,14.74259,14.56907,14.8074
"Q96C86",15.71776,16.00756,15.51066,15.94791,15.64456,15.93386,15.67155,16.0414,15.68691,15.84773,15.55242,15.54554
"Q96D46",13.88887,13.81132,14.12358,13.88669,14.39436,14.63292,14.19824,14.14721,14.03821,14.12354,14.13407,14.13342
"Q96J02",14.92628,14.94567,14.99879,14.90817,14.88918,15.09093,15.23668,15.00076,15.06782,15.03039,15.10896,15.26321
"Q96LD4",15.24118,14.87002,15.27708,15.27438,14.47068,14.52713,14.84323,14.62566,15.11383,14.89455,15.1422,15.3017
"Q96M27",16.16738,16.35449,16.17066,16.55844,15.67534,15.46966,16.04418,15.93567,16.36232,16.30241,16.37408,16.19639
"Q96NE9",15.07194,14.69853,14.38322,14.76971,14.74669,14.39739,14.74681,14.76295,14.04574,14.64555,14.69775,14.63118
"Q96Q11",14.68187,14.63494,14.20557,14.73115,14.64843,14.83672,14.65869,14.77841,14.74903,14.7399,14.51787,14.45282
"Q96QR8",15.13434,15.23018,14.96157,15.23895,14.98944,14.88314,14.76002,15.08581,15.03765,15.16396,14.74269,14.5594
"Q96SB3",14.07385,13.98803,13.92295,14.34327,13.86658,13.86783,13.7827,14.1181,13.94702,13.87881,13.81299,13.84592
"Q96T23",17.78634,17.58067,17.71289,17.86367,17.93956,17.9539,17.76955,17.92641,17.68961,17.53345,17.52787,17.52132
"Q99436",16.69972,16.98621,16.75514,17.51632,17.43453,17.35196,17.12343,17.50666,17.73149,17.27582,17.43962,17.3044
"Q99598",17.09757,17.0945,16.46947,17.26352,17.48638,17.62722,17.28876,17.35947,17.5687,17.37255,17.29697,17.09017
"Q9BPW8",15.54889,15.59876,15.3392,15.2245,15.03694,15.20536,14.9995,15.07268,15.44644,15.38379,15.3509,15.02166
"Q9BQ67",15.43107,15.41917,15.1763,15.63961,15.26975,15.33516,15.41659,15.7518,15.14332,15.4893,15.07462,15.24051
"Q9BRA2",17.20006,17.3361,16.7451,17.56351,17.03364,16.70593,16.85302,17.10547,16.91259,16.87672,16.62626,16.53932
"Q9BRX2",14.21891,14.07306,13.99383,14.18772,14.6414,14.21401,14.54303,14.53156,14.24495,13.92013,14.0393,13.96548
"Q9BSH4",15.15746,15.43295,14.71345,15.19268,14.85907,15.14454,14.78967,15.0101,15.24609,15.3316,15.05279,14.89326
"Q9BTC0",17.68824,17.64062,17.5091161708044,17.81534,17.23078,17.71473,17.00738,17.2608766083046,17.59246,17.87415,17.61894,17.77149
"Q9BWJ5",16.4485,16.43275,16.44802,16.68669,16.57559,16.68056,16.3007,16.55053,16.43314,16.30863,16.22266,16.23888
"Q9BY89",18.62098,18.93502,18.31323,19.05466,18.95498,18.89779,18.79462,18.99771,18.7349,18.70883,18.49102,18.35228
"Q9BZE1",15.16967,14.85948,15.14856,14.94834,15.27533,15.38922,15.29626,15.12429,15.35915,15.60836,15.35557,15.65597
"Q9BZV1",15.52332,15.41664,15.08849,15.70483,14.78071,15.33955,15.11752,15.2067,15.74774,15.40126,15.52487,15.52792
"Q9C0E8",16.33863,16.46304,16.62886,16.67637,16.41151,16.44565,16.59876,16.58334,16.55475,16.1933,16.2682,16.47616
"Q9GZP4",17.2519,17.29446,17.08087,17.57055,17.20841,17.20854,17.09033,17.07465,17.16402,17.4113,16.9221,17.29771
"Q9GZV5",15.29302,14.76177,15.0091,15.22131,15.20261,15.13828,14.9914,15.36496,15.51012,15.40044,15.35132,15.05926
"Q9H0Q0",15.76316,15.46647,15.93433,15.44109,16.36506,16.32622,16.05726,16.00626,15.82239,15.56068,15.80275,15.84769
"Q9H173",14.51603,14.01772,14.2806,14.66557,14.38578,14.2908,14.1972,14.38886,14.48458,14.01419,14.3291,14.15201
"Q9H7Z7",15.09477,15.35436,14.88027,15.00964,15.13207,15.49027,15.14715,15.32465,15.41416,15.71131,15.39871,14.88701
"Q9HCE1",13.89695,13.95874,14.31731,13.80329,13.85676,14.11884,14.24548,13.89,14.21352,14.45396,14.41657,14.35368
"Q9HD15",14.72924,14.94636,14.61559,15.25506,14.60441,14.68904,14.66597,15.16985,14.37561,14.7468482725359,14.47753,14.37667
"Q9NP97",17.49432,17.79778,17.07369,18.08686,17.58431,17.46989,17.38591,17.82801,17.80012,17.65344,17.39816,17.66526
"Q9NPD3",15.10241,14.8,14.96601,15.1584,14.94637,15.30802,15.00277,15.25417,14.92368,15.123,14.99862,14.67911
"Q9NPF4",14.68346,14.79517,14.66182,14.50625,14.55932,14.59729,14.61144,14.67275,14.33698,14.5116,14.29122,14.79682
"Q9NQ29",15.44117,15.42724,15.36591,15.53573,15.82384,15.36676,15.33646,15.79076,15.12282,15.46997,15.02907,15.01724
"Q9NRW7",14.23105,14.02,14.41091,14.0428799510369,14.58965,14.6446,14.62302,14.37725,14.5242,14.26043,14.78082,14.62275
"Q9NVJ2",14.72876,14.7879,15.1945584009392,15.03716,14.40741,14.45947,14.56136,14.34008,15.02381,14.3961,15.35272,15.27034
"Q9NVP1",18.0613877506761,18.00778,17.9889,18.01718,18.67784,18.29572,18.50943,18.4671,18.46059,18.0039883049273,17.53861,18.12841
"Q9NZJ9",15.95782,15.18317,15.45744,15.72259,15.6228,16.04635,15.39737,15.75222,15.57166,15.56814,15.44242,15.5389
"Q9P013",16.01223,16.08009,15.74036,16.22382,16.03499,16.17583,15.93997,16.32661,15.89179,16.17619,15.68706,15.63429
"Q9P0V3",14.39271,13.36658,14.6868,13.9594756885252,14.16816,13.88207,14.51439,14.07638,14.31148,14.48799,14.36987,14.70313
"Q9UBB4",14.45051,14.42502,14.75882,14.33574,14.914,15.10045,15.06252,14.92085,14.39742,14.43978,14.7518,14.6453
"Q9UGV2",14.71794,15.1203,14.61816,14.91557,15.34479,15.06897,15.23283,15.32424,15.06167,15.17581,14.81804,15.24499
"Q9UHW9",17.40618,16.94535,17.16358,17.5084422556938,16.58374,16.67696,16.3039,16.51789,18.20274,16.84344,17.56432,17.49339
"Q9UHY7",15.15349,15.18492,15.28459,15.44871,15.32647,15.25709,15.41355,15.61789,15.22768,15.05944,15.14039,14.97686
"Q9UIG0",13.51876,13.60995,13.58968,13.4558196276304,13.77728,13.91052,13.76175,13.78052,13.27386,13.53753,13.62624,13.59369
"Q9UKM9",16.69729,16.87095,16.43724,16.85079,16.66484,16.94134,16.60806,16.45362,16.90915,16.93276,16.76122,16.26783
"Q9UKV8",13.9138676233805,14.00999,14.48319,13.41491,13.8021679441899,13.62035,14.09072,13.78724,13.99619,14.06851,14.19749,14.42502
"Q9ULC4",16.76328,17.05316,16.78436,16.89101,17.04179,17.08685,16.75458,17.04564,17.33005,17.11188,17.24262,16.97178
"Q9ULX6",14.79785,15.45172,14.92233,15.35837,14.8925,14.59613,14.80062,14.88616,14.86183,15.11115,14.58538,14.69412
"Q9UM47",16.08111,15.37958,15.95144,16.0656,15.12666,15.29518,15.01332,15.33247,16.96298,16.17384,16.75365,16.73057
"Q9UMX5",15.83431,16.977,15.24278,16.49644,15.21074,15.43321,14.9558734807885,15.33681,15.06193,15.64819,14.15877,14.94613
"Q9UMY4",16.52066,16.60892,16.03935,16.53187,16.09243,16.20374,16.00203,16.26224,16.46868,16.43468,16.30983,16.10606
"Q9UNN5",14.22061,14.52696,14.42169,14.3216747376247,14.10465,14.30413,14.42852,14.36403,13.92635,14.2648,13.99967,14.28522
"Q9Y2Q5",15.87513,15.82634,15.30805,15.78145,15.56752,15.79628,15.44683,15.54559,14.39814,15.86645,14.82736,15.53401
"Q9Y2U8",14.19954,14.15509,14.228,14.22718,14.34225,14.51549,14.3755,14.32751,14.1274,14.32743,14.13867,14.31071
"Q9Y2Z4",14.03987,13.5719816540036,14.17761,13.50572,14.2005,14.25538,14.331,13.97105,14.00611,13.71857,14.15895,14.31779
"Q9Y316",14.99263,14.82208,14.63058,15.079,14.86863,14.90185,14.82246,14.95423,14.92769,14.93468,14.78592,14.7323
"Q9Y394",14.26545,13.81876,14.23561,14.07627,14.28886,14.23126,14.14646,14.00639,14.01704,13.69144,14.18101,14.27479
"Q9Y3A3",15.07318,15.07584,14.91111,15.3533,15.43804,15.22677,15.28474,15.38237,15.32904,15.08445,15.20171,15.28202
"Q9Y3E5",13.92151,13.92464,14.26187,13.90483,14.46398,14.64477,14.63251,14.36691,14.26995,14.18901,14.30011,14.532
"Q9Y508",14.68787,14.82255,14.38701,14.78941,13.9448,14.22053,13.95499,14.43557,14.09077,14.58117,13.63978,14.21133
"Q9Y5A9",15.52521,15.93501,15.61093,15.83878,16.07695,16.09333,16.15763,16.12111,15.80353,16.21795,15.61171,15.66262
"Q9Y5L0",14.05182,13.99775,14.57774,13.73233,14.20512,14.25626,14.43809,14.1913,14.17874,14.33548,14.47826,14.6138
"Q9Y639",15.19344,15.33944,15.00443,15.27983,14.65781,14.82083,14.49327,14.85275,14.64648,14.55327,14.37209,14.37245
"Q9Y673",15.7145,15.53964,15.79776,15.32802,15.55557,15.61053,15.72366,15.51508,15.63369,15.43207,15.69321,16.01149
"Q9Y6I3",15.3634,15.47897,15.13555,15.80025,15.07665,15.11913,15.35289,15.18007,15.28914,15.487,15.29098,15.28601
"A0A0J9YXF2",17.32201,16.45692,17.08324,17.32096,17.00318,16.78363,16.80237,17.0972,17.337,16.89054,17.12329,16.9027
"A0A1W2PS81",15.23943,15.00968,15.39992,15.1342276272168,15.70467,15.73235,15.65249,15.63764,15.39457,14.87395,15.56884,15.27779
"A8MQB8",14.59266,14.7502,14.55891,14.64034,14.98636,15.24676,14.75837,14.98669,14.68226,14.86718,14.70529,14.94714
"C9J6U3",14.66722,14.48446,14.78887,14.60461,14.77667,14.74193,15.07378,14.80004,15.05243,14.94573,14.88698,15.08933
"E9PDJ9",16.20613,16.3089192733691,16.26688,16.09678,15.62621,16.04621,15.83516,15.75963,15.79946,16.17614,16.11135,15.73834
"F5H199",15.30303,15.79506,15.52905,15.95532,14.96941,15.12326,15.00047,15.42091,15.33629,15.64904,14.79675,15.39238
"Q9UHD2",14.15774,14.05367,14.36783,13.93161,13.86633,14.07476,14.27912,13.82373,15.51281,14.15876,14.46352,14.50567
"O14602",17.33827,17.74086,17.10652,17.78517,17.4133,17.52706,17.37125,17.69009,17.23044,17.33303,16.98761,17.04574
"Q13404",17.27388,17.55655,17.0914,17.44356,17.69816,17.47616,17.66301,17.90878,17.36182,17.26802,17.27278,17.0881
"Q5TEC6",18.86739,19.74765,19.27117,19.35231,20.24562,20.28238,20.38037,20.04163,19.31872,20.00883,19.64713,20.04184
"Q4VXU2",16.30484,16.64908,16.60538,17.02054,15.23803,15.89159,16.33232,15.59107,16.51165,17.27333,16.54849,16.47009
"O00505",15.8677,15.46309,15.96825,15.80057,16.35245,16.14105,16.22661,15.99103,15.87013,15.73673,15.96713,16.0735
"O14737",17.18083,17.05594,16.98136,17.40507,17.45283,17.48186,17.39193,17.57584,17.31864,16.91756,16.94004,16.8889
"O14744",15.7366,15.49351,15.95498,15.43846,15.41708,15.7156,15.75362,15.43807,15.81397,15.72802,15.98122,15.9706
"O14745",14.99651,15.65651,14.2114,15.03733,14.81681,14.96016,14.76111,15.26685,14.7652,14.7761,14.20244,14.54283
"O15013",14.55898,14.26312,14.97727,14.17378,15.139,14.84623,15.53008,14.89885,14.81232,14.6431,15.15297,15.18245
"O15160",15.53858,15.76352,15.36531,15.84747,15.52953,15.64029,15.57642,15.74193,15.48077,15.9112,15.27634,15.63917
"O15400",15.95062,15.92878,15.91289,16.07523,15.60451,15.44281,15.58543,15.55228,15.82182,15.39995,15.70028,15.94754
"O15498",15.08645,14.45607,15.16088,14.732875318616,15.47536,15.31915,15.41313,15.28628,14.95238,14.80457,15.12945,15.64042
"O43148",15.05623,15.32115,15.03744,15.07328,15.19726,15.40535,15.1218,15.13779,15.09137,15.0954,14.95609,15.00169
"O43150",14.34297,14.20499,13.97835,14.24507,13.4333,13.81794,13.8683,13.75148,14.07844,13.92836,14.0637,14.06367
"O43809",16.27359,16.16646,16.02989,16.14613,16.49923,16.78965,16.33813,16.66758,16.45124,16.63475,16.38305,16.25232
"O60645",14.63556,14.26105,14.54665,14.415675179152,14.11219,13.998,13.8756,13.89402,14.22904,14.44896,14.55981,14.38797
"O75351",15.17667,14.8983,14.6389,14.88777,15.04984,15.19259,14.84871,15.27647,14.96871,15.19784,14.72542,14.77132
"O75663",14.44803,14.30931,14.34201,14.38954,14.55209,14.84324,14.52427,14.62134,14.40355,14.49144,14.39006,14.20735
"O75746",14.86604,14.34737,14.59041,14.52055,14.35803,14.6159,14.57487,14.36329,14.60425,14.79565,14.90044,14.97456
"O75886",14.94582,15.57352,15.08381,15.37888,14.82594,14.73553,14.88271,15.13949,14.78423,15.34996,14.68745,14.93096
"O75934",16.13934,16.20692,15.79497,16.44509,15.98387,16.31178,16.09243,16.40326,15.99184,16.11287,15.84183,15.78883
"O76054",14.5234,14.63368,14.39784,14.57691,14.04185,14.61906,14.07637,14.04944,14.33766,14.27843,14.15211,14.11708
"O94901",14.56563,14.71706,14.93265,14.31924,14.52805,14.42514,14.6305,14.32797,14.64098,14.32376,14.67533,15.00978
"O95671",13.94087,13.89711,14.0007,13.68487,13.80997,14.12112,14.01903,13.82541,13.61634,13.96301,13.75745,14.02842
"O95864",19.3413,19.10615,19.32754,19.24183,20.28192,19.80812,20.45984,20.17509,19.61725,19.4541470588222,19.3634,19.48847
"P01024",17.68231,16.36271,17.90755,17.32711,16.01108,16.1123,15.56788,15.83113,18.54965,16.89628,18.64778,18.28519
"P04818",13.51424,13.6999041715259,14.07978,13.38262,15.45757,15.18457,15.4777,15.59758,13.50629,14.70254,13.97898,14.19083
"P06703",16.41638,16.50978,15.98051,16.54576,15.88468,16.1714,15.96515,16.11477,16.30689,16.21277,16.04964,15.22513
"P09132",15.23891,15.46747,15.19384,15.35269,15.41868,15.49913,15.51187,15.20985,15.72755,15.8031,15.57158,15.12552
"P10619",20.02919,20.38777,19.77872,20.02569,19.54513,19.86529,19.4451,19.63397,19.60505,19.6173,19.471,19.71722
"P10909",16.4415,17.0485,16.37708,16.99815,15.05359,16.10762,14.79026,15.16193,16.26172,16.38714,15.94407,15.95463
"P11137",14.29461,14.70864,13.91202,14.70672,14.6108,14.71436,14.57513,14.64412,14.60671,15.36345,14.32339,14.63018
"P13693",18.39749,18.54148,18.1791,18.88042,18.72219,18.72398,18.65229,19.00692,18.57231,18.67458,18.18991,18.36991
"P15153",16.27154,16.03688,16.37887,16.0984,16.63967,16.74662,16.55653,16.38533,17.04292,16.50339,17.0389,17.04038
"P20290",17.34346,17.14371,16.89086,17.46668,17.6355,17.53986,17.45719,17.69743,17.49969,17.49287,17.29161,16.93655
"P20339",16.27321,15.63563,16.26632,16.07684,16.59529,16.35326,16.44977,16.28263,16.41688,15.92336,16.4664,16.63173
"P21266",15.45032,14.68224,15.54441,14.93176,15.4493,14.39571,15.54005,15.34081,15.59815,14.47123,15.6535,15.56215
"P24534",17.61728,17.60659,17.5316,18.15992,17.18125,17.61864,17.30972,17.7633,17.58419,17.97201,17.48967,17.6156
